text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @OxfordDiplomat: John McCain’s concession speech from the 2008 election. Listen when the crowd “boos” Obama, he says stop and settles th…",FALSE,0,NA,2020-11-05T19:46:49Z,FALSE,NA,1324438036357255171,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stevenCstevenC,6364,TRUE,FALSE,NA,NA
"RT @maddenifico: This is how the Irish, and the rest of the free world are responding to Trump's claims of voter fraud in Nevada, and other…",FALSE,0,NA,2020-11-05T19:46:49Z,FALSE,NA,1324438035858132992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",the_greensheep_,423,TRUE,FALSE,NA,NA
"RT @maddenifico: This is how the Irish, and the rest of the free world are responding to Trump's claims of voter fraud in Nevada, and other…",FALSE,0,NA,2020-11-05T19:46:49Z,FALSE,NA,1324438035824472064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SueArmstrong93,423,TRUE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:49Z,FALSE,NA,1324438035094786054,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KMDM11,1198,TRUE,FALSE,NA,NA
"The human election machine @BillHemmer with where key states currently stand. A lot of eyes on #Georgia,… https://t.co/DeOJ0Hd2rW",FALSE,0,NA,2020-11-05T19:46:48Z,TRUE,NA,1324438032183746560,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jeff_Paul,0,FALSE,FALSE,NA,NA
"RT @KatrinaPierson: I guess that “Blue Wave” the media insisted upon occurred under that Blue Moon in the wee hours of the morning. 

Repub…",FALSE,0,NA,2020-11-05T19:46:48Z,FALSE,NA,1324438030955040768,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DillonPasapane,354,TRUE,FALSE,NA,NA
"RT @HKrassenstein: ""Stop the counting"" is like ""stop the testing,"" only that democracy dies instead of people. 

COUNT THE VOTE!

#Election…",FALSE,0,NA,2020-11-05T19:46:47Z,FALSE,NA,1324438030363615237,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Sissy_Sue_OH,398,TRUE,FALSE,NA,NA
"RT @ASP: As America awaits official #ElectionResults2020, Former Ohio Governor @JohnKasich talks to @ASP about the electoral college and wa…",FALSE,0,NA,2020-11-05T19:46:47Z,FALSE,NA,1324438029583396871,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JessieAsher16,7,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:47Z,FALSE,NA,1324438029495402499,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ramcw,1083,TRUE,FALSE,NA,NA
"luxury business card design

contact: complexdesigner4@gmail.com
fiver-https://t.co/5TDV6T1BdG

#branding #design… https://t.co/nOzTlUNkFg",FALSE,0,NA,2020-11-05T19:46:47Z,TRUE,NA,1324438029474451464,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Complexdesigne1,0,FALSE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:47Z,FALSE,NA,1324438027289030657,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",darleneclarke5,1083,TRUE,FALSE,NA,NA
"RT @raykwong: Good morning! If you only look at one map today, make it this one. This is what red/blue states really look like. Land doesn'…",FALSE,0,NA,2020-11-05T19:46:47Z,FALSE,NA,1324438026647408641,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fringeva,19294,TRUE,FALSE,NA,NA
"#ElectionResults2020 #Pennsylvania 

20,620 more votes.
Net 7,450 for Biden.
Overall lead down to 109k

Biden: 3,12… https://t.co/hzm4qbFSsl",FALSE,0,NA,2020-11-05T19:46:46Z,TRUE,NA,1324438025502425094,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Uncle__Bob_,0,FALSE,FALSE,NA,NA
"RT @cambranthony: “The perfect Nevada meme doesn’t exi-“ 
#ElectionResults2020 #Nevada https://t.co/tlaAmUOMFy",FALSE,0,NA,2020-11-05T19:46:46Z,FALSE,NA,1324438025351372800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Deichgeherin,559,TRUE,FALSE,NA,NA
RT @thouartvandelay: Nevada and Georgia holding up the entire election #ElectionResults2020 https://t.co/cLbkJJWxWQ,FALSE,0,NA,2020-11-05T19:46:46Z,FALSE,NA,1324438025175261187,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",helenazamboni,200,TRUE,FALSE,NA,NA
"So let me get this straight ... If your candidate looses: ""Fraud! This was a rigged election"". But if your candidat… https://t.co/f4eVGgIZ4a",FALSE,0,NA,2020-11-05T19:46:46Z,TRUE,NA,1324438025145778176,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",krismichael,0,FALSE,FALSE,NA,NA
"RT @DanielNewman: Wow! The TRUTH!! ""The land doesn’t vote, people do! "" #ElectionResults2020 https://t.co/P2BXQJj6oO",FALSE,0,NA,2020-11-05T19:46:46Z,FALSE,NA,1324438025040916480,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MrScarcity,1095,TRUE,FALSE,NA,NA
"RT @raykwong: Good morning! If you only look at one map today, make it this one. This is what red/blue states really look like. Land doesn'…",FALSE,0,NA,2020-11-05T19:46:46Z,FALSE,NA,1324438024680136705,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kawaiigeology,19294,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:46Z,FALSE,NA,1324438024562892801,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DabyBaby,1083,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:46Z,FALSE,NA,1324438023975718913,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bnel1001,1083,TRUE,FALSE,NA,NA
"#ElectionResults2020 
Capitalism meets its end at the hands of Communist Flu?
#TrumpvsBiden #COVID19",FALSE,0,NA,2020-11-05T19:46:46Z,FALSE,NA,1324438023434575872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IwantJustice_17,0,FALSE,FALSE,NA,NA
"RT @neatherhorman: Me, a Brit, waiting for the American election results. #ElectionResults2020 https://t.co/32bhiLLAK0",FALSE,0,NA,2020-11-05T19:46:46Z,FALSE,NA,1324438023103111168,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bbabe512b,43,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:45Z,FALSE,NA,1324438021765242880,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnLaw30761754,1083,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:45Z,FALSE,NA,1324438020334891008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LauraLandtoo,1083,TRUE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:45Z,FALSE,NA,1324438018695061504,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nmaryij,1198,TRUE,FALSE,NA,NA
"https://t.co/9Se5yYu34X

#EricaPepperDem #crowdyvest #ManUnited Gowon #OleIn   Donald Sunny GB WhatsApp… https://t.co/0x9HjrDJJa",FALSE,0,NA,2020-11-05T19:46:45Z,TRUE,NA,1324438018317524992,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BarrelsNg,0,FALSE,FALSE,NA,NA
"RT @HKrassenstein: BREAKING:  Donald Trump just sent a text message to his supporters, seemingly calling for violence, saying: 

 ""I need y…",FALSE,0,NA,2020-11-05T19:46:44Z,FALSE,NA,1324438017696673793,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shortforcallous,3197,TRUE,FALSE,NA,NA
RT @DineshDSouza: No Republican who is absent or sitting on the sidelines now has any chance whatever to be in a leadership position in the…,FALSE,0,NA,2020-11-05T19:46:44Z,FALSE,NA,1324438017491177472,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TrumperTrumping,1408,TRUE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:44Z,FALSE,NA,1324438017218617346,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",badlye62,298,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:44Z,FALSE,NA,1324438015406723075,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bill_bryce,1083,TRUE,FALSE,NA,NA
RT @DineshDSouza: When Trump talked about voter fraud prior to the election I thought his rhetoric was a bit premature. Now we see it was p…,FALSE,0,NA,2020-11-05T19:46:44Z,FALSE,NA,1324438015272431616,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ROCKETROC10,2377,TRUE,FALSE,NA,NA
#ElectionResults2020 🤔Truth https://t.co/ZxMPGj6oq7,FALSE,0,NA,2020-11-05T19:46:44Z,FALSE,NA,1324438014538362880,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DeaconTruth,0,FALSE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:44Z,FALSE,NA,1324438014463016962,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",beschuit_p,1198,TRUE,FALSE,NA,NA
"RT @lindyli: Pennsylvania’s Secretary of State, our amazing @KathyBoockvar: “we definitely could” know the winner of PA today

Hint: it’s g…",FALSE,0,NA,2020-11-05T19:46:43Z,FALSE,NA,1324438013196214272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HeartsAboundUSA,134,TRUE,FALSE,NA,NA
"RT @David_Leavitt: Republicans like to show off a map 🗺 of the country being red, but it’s mostly empty space.

Land doesn’t vote.

People…",FALSE,0,NA,2020-11-05T19:46:43Z,FALSE,NA,1324438012634165248,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Historygeek5,2060,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:43Z,FALSE,NA,1324438011585724416,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",msandwyo,1083,TRUE,FALSE,NA,NA
"RT @speakout_april: 👀 If this is true, and Biden wins Pennsylvania as expected, it will be an important moment pulling us back from Trump’s…",FALSE,0,NA,2020-11-05T19:46:43Z,FALSE,NA,1324438011157782528,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ClaudiaEberly,2,TRUE,FALSE,NA,NA
is it gonna be a purge or not? #ElectionResults2020,FALSE,0,NA,2020-11-05T19:46:43Z,FALSE,NA,1324438010209964036,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",buggerz11DMV,0,FALSE,FALSE,NA,NA
"RT @jose_gabriel122: times over trump #ElectionResults2020
Biden - 264 
Trump - 214 https://t.co/jlpZ41w0Qe",FALSE,0,NA,2020-11-05T19:46:43Z,FALSE,NA,1324438009735868416,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VivekVe97243517,16,TRUE,FALSE,NA,NA
"RT @nosoupforgeorge: Comparing today's tweets from Donald Trump &amp; Joe Biden.

#Election2020 #ElectionResults2020 #CountEveryVote https://t.…",FALSE,0,NA,2020-11-05T19:46:42Z,FALSE,NA,1324438007328497665,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",18_volt,208,TRUE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:42Z,FALSE,NA,1324438006942601216,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jahbreela,1198,TRUE,FALSE,NA,NA
It looks like an episode of The Newsroom. #idontknowifyouknewthat #ElectionResults2020 https://t.co/yfoBq7cSMW,FALSE,0,NA,2020-11-05T19:46:42Z,FALSE,NA,1324438005894045702,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GiovaSchiano,0,FALSE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:42Z,FALSE,NA,1324438005705248768,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealChristina93,1083,TRUE,FALSE,NA,NA
"RT @OxfordDiplomat: John McCain’s concession speech from the 2008 election. Listen when the crowd “boos” Obama, he says stop and settles th…",FALSE,0,NA,2020-11-05T19:46:41Z,FALSE,NA,1324438004132417537,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FikunI,6364,TRUE,FALSE,NA,NA
"RT @HKrassenstein: BREAKING:  Donald Trump just sent a text message to his supporters, seemingly calling for violence, saying: 

 ""I need y…",FALSE,0,NA,2020-11-05T19:46:41Z,FALSE,NA,1324438004048560137,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AliceKing69,3195,TRUE,FALSE,NA,NA
"Doesn't that just prove they're not currently registered? 
We want proof that they tried and, believed to have, suc… https://t.co/p0VuTVy5Xi",FALSE,0,NA,2020-11-05T19:46:41Z,TRUE,NA,1324438003540877312,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rararogerl,0,FALSE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:41Z,FALSE,NA,1324438003201224704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kahnefanchris,1198,TRUE,FALSE,NA,NA
RT @JRod_US: Nevada really do be taking their damn time. #ElectionResults2020 https://t.co/7DrXWIgEGQ,FALSE,0,NA,2020-11-05T19:46:41Z,FALSE,NA,1324438002588790784,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kim_chann_,10,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:41Z,FALSE,NA,1324438002446307328,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",triciantim,1083,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:41Z,FALSE,NA,1324438002140065792,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minerva40287733,1083,TRUE,FALSE,NA,NA
RT @KPaynter: Hometown hero Philly Elmo is dancing at a protest demanding justice for Walter Wallace Jr. that’s converged with #CountEveryV…,FALSE,0,NA,2020-11-05T19:46:41Z,FALSE,NA,1324438001892679681,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",faultnourczars,1196,TRUE,FALSE,NA,NA
Google/NPR say Biden has 264 while CNN says he has 253. Which one is accurate? 😅 #ElectionResults2020 https://t.co/Md7cftSBFu,FALSE,0,NA,2020-11-05T19:46:41Z,FALSE,NA,1324438001590636544,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SejlySays,0,FALSE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:40Z,FALSE,NA,1324437999904587777,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ryan50720040,298,TRUE,FALSE,NA,NA
"RT @w_terrence: They used Covid -19 to cheat 

#ElectionResults2020 #Election2020",FALSE,0,NA,2020-11-05T19:46:40Z,FALSE,NA,1324437999501926402,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CoeurLionHeart,1533,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:40Z,FALSE,NA,1324437998935678978,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DimonyekaMark,1083,TRUE,FALSE,NA,NA
RT @MichaelSatoshi: Question to Trump Supporters: if the election thus far has been rigged then how did republicans maintain control of the…,FALSE,0,NA,2020-11-05T19:46:40Z,FALSE,NA,1324437997752909825,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",grzeny,61,TRUE,FALSE,NA,NA
"RT @williamzgr8: Hear what American kids have to say about DT ! The last girl tho 😂 😂 😂 she cracked me up real good 
#ElectionResults2020 #…",FALSE,0,NA,2020-11-05T19:46:39Z,FALSE,NA,1324437995546648576,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kanjakathumba,213,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:39Z,FALSE,NA,1324437994539896832,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",James69065388,1060,TRUE,FALSE,NA,NA
RT @RobertDeNiroUS: Trump. #ElectionResults2020 https://t.co/sMk94WczdC,FALSE,0,NA,2020-11-05T19:46:39Z,FALSE,NA,1324437993038532609,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dolliepious,1185,TRUE,FALSE,NA,NA
"Summary  of US election  in short clip..🤣🤣🤣
#MedTwitter @narendramodi 
#ElectionResults2020… https://t.co/K3oLBGwyEf",FALSE,0,NA,2020-11-05T19:46:38Z,TRUE,NA,1324437992358903809,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sparta_22,0,FALSE,FALSE,NA,NA
"RT @OxfordDiplomat: John McCain’s concession speech from the 2008 election. Listen when the crowd “boos” Obama, he says stop and settles th…",FALSE,0,NA,2020-11-05T19:46:38Z,FALSE,NA,1324437992174440449,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SteveGrizBear,6362,TRUE,FALSE,NA,NA
"RT @Stop_The_EU: They pressed pause on a Trump win at 99% completion.

#ElectionResults2020",FALSE,0,NA,2020-11-05T19:46:38Z,FALSE,NA,1324437991717306368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paddypaws7,13,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:38Z,FALSE,NA,1324437991494950916,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chris_sariotis,1060,TRUE,FALSE,NA,NA
"RT @ASP: Can a presidential candidate request a recount in any state? As election officials continue to count every ballot, hear Former Ohi…",FALSE,0,NA,2020-11-05T19:46:38Z,FALSE,NA,1324437991281041413,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Elena15009766,22,TRUE,FALSE,NA,NA
