Pippin,Frodo,1951
Pippin,Sam,1955
Pippin,Bilbo,1981
Frodo,Gandalf,1999
Pippin,Frodo,2024
Pippin,Sam,2024
Frodo,Sam,2024
Frodo,Gandalf,2056
Frodo,Bilbo,2083
Pippin,Frodo,2110
Pippin,Sam,2110
Frodo,Sam,2110
Frodo,Bilbo,2175
Sam,Frodo,2204
Pippin,Frodo,2242
Frodo,Bilbo,2246
Frodo,Bilbo,2250
Sam,Frodo,2254
Sam,Gandalf,2254
Frodo,Gandalf,2254
Sam,Frodo,2318
Sam,Frodo,2358
Sam,Frodo,2393
Pippin,Sam,2446
Pippin,Frodo,2488
Maggot,Pippin,2490
Pippin,Frodo,2511
Pippin,Sam,2511
Frodo,Sam,2511
Pippin,Sam,2513
Maggot,Pippin,2519
Pippin,Peregrin,2521
Sam,Frodo,2541
Maggot,Frodo,2607
Frodo,Bilbo,2613
Frodo,Peregrin,2628
Pippin,Frodo,2633
Pippin,Sam,2633
Frodo,Sam,2633
Pippin,Sam,2659
Sam,Frodo,2668
Frodo,Merry,2694
Pippin,Frodo,2742
Pippin,Merry,2742
Pippin,Sam,2742
Frodo,Merry,2742
Frodo,Sam,2742
Merry,Sam,2742
Maggot,Frodo,2756
Meriadoc,Frodo,2786
Pippin,Bilbo,2794
Maggot,Frodo,2821
Pippin,Frodo,2829
Maggot,Merry,2834
Pippin,Frodo,2835
Maggot,Frodo,2837
Maggot,Bilbo,2837
Frodo,Bilbo,2837
Maggot,Merry,2838
Pippin,Merry,2845
Frodo,Merry,2850
Pippin,Frodo,2857
Sam,Frodo,2882
Sam,Merry,2919
Sam,Frodo,2922
Frodo,Gandalf,2925
Sam,Frodo,2938
Pippin,Merry,2949
Gandalf,Merry,2972
Frodo,Gandalf,2999
Gandalf,Fredegar,3060
Pippin,Merry,3239
Sam,Frodo,3265
Pippin,Frodo,3271
Pippin,Sam,3271
Frodo,Sam,3271
Sam,Frodo,3278
Pippin,Sam,3282
Pippin,Merry,3291
Sam,Frodo,3316
Sam,Frodo,3337
Sam,Frodo,3345
Sam,Merry,3356
Frodo,Goldberry,3461
Tom,Goldberry,3482
Tom,Goldberry,3499
Tom,Goldberry,3514
Tom,Frodo,3526
Pippin,Merry,3544
Tom,Goldberry,3616
Tom,Goldberry,3686
Tom,Frodo,3702
Tom,Frodo,3703
Tom,Gandalf,3703
Tom,Bilbo,3703
Frodo,Gandalf,3703
Frodo,Bilbo,3703
Gandalf,Bilbo,3703
Tom,Frodo,3705
Tom,Frodo,3714
Tom,Gandalf,3718
Frodo,Merry,3721
Tom,Frodo,3733
Pippin,Sam,3837
Pippin,Merry,3837
Sam,Merry,3837
Frodo,Gandalf,3914
Frodo,Bilbo,3914
Gandalf,Bilbo,3914
Pippin,Sam,3919
Pippin,Merry,3919
Sam,Merry,3919
Pippin,Sam,3938
Pippin,Merry,3938
Sam,Merry,3938
Frodo,Merry,3946
Tom,Frodo,3960
Pippin,Sam,3976
Pippin,Merry,3976
Sam,Merry,3976
Tom,Frodo,3988
Tom,Merry,4037
Pippin,Sam,4046
Pippin,Merry,4046
Sam,Merry,4046
Tom,Goldberry,4060
Butterbur,Barliman,4126
Tom,Goldberry,4131
Butterbur,Barliman,4261
Sam,Frodo,4269
Nob,Butterbur,4332
Pippin,Frodo,4342
Pippin,Sam,4342
Frodo,Sam,4342
Butterbur,Barliman,4353
Pippin,Sam,4380
Frodo,Butterbur,4389
Frodo,Bilbo,4418
Butterbur,Bilbo,4421
Pippin,Sam,4482
Pippin,Frodo,4565
Pippin,Sam,4565
Frodo,Sam,4565
Sam,Frodo,4620
Pippin,Frodo,4629
Pippin,Sam,4629
Frodo,Sam,4629
Sam,Frodo,4692
Sam,Frodo,4697
Nob,Butterbur,4714
Pippin,Sam,4734
Pippin,Butterbur,4736
Frodo,Butterbur,4749
Pippin,Frodo,4902
Pippin,Sam,4902
Frodo,Sam,4902
Frodo,Gandalf,4910
Pippin,Gandalf,4926
Pippin,Sam,4930
Nob,Merry,5012
Frodo,Merry,5089
Nob,Merry,5090
Nob,Gandalf,5090
Merry,Gandalf,5090
Bob,Bill,5228
Bob,Bill,5229
Butterbur,Merry,5242
Tom,Butterbur,5249
Nob,Butterbur,5268
Nob,Bob,5268
Butterbur,Bob,5268
Pippin,Frodo,5274
Pippin,Merry,5274
Pippin,Sam,5274
Frodo,Merry,5274
Frodo,Sam,5274
Merry,Sam,5274
Nob,Bob,5276
Pippin,Frodo,5410
Elendil,Gil-galad,5434
Pippin,Sam,5468
Frodo,Merry,5470
Merry,Gandalf,5500
Frodo,Merry,5534
Sam,Peregrin,5538
Pippin,Gandalf,5544
Merry,Gil-galad,5615
Pippin,Frodo,5619
Pippin,Merry,5619
Frodo,Merry,5619
Frodo,Gandalf,5620
Lúthien,Beren,5653
Lúthien,Barahir,5653
Beren,Barahir,5653
Beren,Lúthien,5654
Beren,Thingol,5654
Lúthien,Thingol,5654
Beren,Barahir,5657
Beren,Thingol,5657
Barahir,Thingol,5657
Beren,Lúthien,5660
Beren,Sauron,5660
Beren,Thingol,5660
Lúthien,Sauron,5660
Lúthien,Thingol,5660
Sauron,Thingol,5660
Beren,Thingol,5667
Beren,Elwing,5667
Beren,Eärendil,5667
Beren,Lúthien,5667
Beren,Dior,5667
Thingol,Elwing,5667
Thingol,Eärendil,5667
Thingol,Lúthien,5667
Thingol,Dior,5667
Elwing,Eärendil,5667
Elwing,Lúthien,5667
Elwing,Dior,5667
Eärendil,Lúthien,5667
Eärendil,Dior,5667
Lúthien,Dior,5667
Sam,Merry,5682
Pippin,Frodo,5683
Pippin,Merry,5713
Sam,Frodo,5714
Sam,Frodo,5752
Pippin,Merry,5758
Frodo,Gandalf,5775
Sam,Merry,5999
Pippin,Merry,6010
Sam,Frodo,6011
Pippin,Merry,6012
Sam,Frodo,6020
Frodo,Bilbo,6037
Frodo,Bilbo,6044
Gandalf,Bilbo,6118
Frodo,Bilbo,6126
Frodo,Bilbo,6127
Glorfindel,Elrond,6161
Glorfindel,Frodo,6195
Elrond,Aragorn,6200
Glorfindel,Frodo,6220
Pippin,Sam,6225
Pippin,Merry,6225
Sam,Merry,6225
Glorfindel,Frodo,6267
Frodo,Lúthien,6325
Frodo,Gandalf,6381
Butterbur,Bill,6429
Gandalf,Barliman,6431
Frodo,Gandalf,6531
Glorfindel,Aragorn,6549
Frodo,Gandalf,6578
Glorfindel,Elrond,6583
Sam,Frodo,6628
Glorfindel,Gandalf,6660
Glorfindel,Elrond,6660
Gandalf,Elrond,6660
Glorfindel,Frodo,6661
Glorfindel,Gandalf,6661
Glorfindel,Elrond,6661
Frodo,Gandalf,6661
Frodo,Elrond,6661
Gandalf,Elrond,6661
Frodo,Elrond,6669
Arwen,Frodo,6673
Arwen,Lúthien,6673
Arwen,Elrond,6673
Frodo,Lúthien,6673
Frodo,Elrond,6673
Lúthien,Elrond,6673
Frodo,Elrond,6676
Pippin,Frodo,6682
Pippin,Merry,6682
Frodo,Merry,6682
Thorin,Glóin,6693
Gandalf,Elrond,6701
Frodo,Glóin,6709
Frodo,Beorn,6710
Frodo,Grimbeorn,6710
Beorn,Grimbeorn,6710
Bard,Bain,6717
Bard,Brand,6717
Bain,Brand,6717
Dwalin,Bombur,6728
Dwalin,Glóin,6728
Dwalin,Bofur,6728
Bombur,Glóin,6728
Bombur,Bofur,6728
Glóin,Bofur,6728
Ori,Balin,6730
Ori,Óin,6730
Balin,Óin,6730
Frodo,Glóin,6736
Smaug,Bilbo,6747
Frodo,Glóin,6748
Arwen,Elrond,6754
Frodo,Gandalf,6757
Sam,Frodo,6810
Sam,Bilbo,6810
Frodo,Bilbo,6810
Gandalf,Elrond,6833
Gandalf,Bilbo,6835
Frodo,Bilbo,6855
Frodo,Bilbo,6935
Eärendil,Elrond,6969
Frodo,Bilbo,6987
Frodo,Aragorn,6994
Arwen,Frodo,6995
Sam,Bilbo,7006
Sam,Bilbo,7009
Frodo,Elrond,7018
Gandalf,Bilbo,7024
Gandalf,Elrond,7037
Sam,Frodo,7040
Sam,Bilbo,7040
Frodo,Bilbo,7040
Frodo,Gandalf,7041
Glorfindel,Glóin,7047
Glorfindel,Frodo,7047
Glóin,Frodo,7047
Frodo,Elrond,7048
Gimli,Glóin,7051
Elrond,Glorfindel,7052
Elrond,Galdor,7052
Elrond,Erestor,7052
Elrond,Círdan,7052
Glorfindel,Galdor,7052
Glorfindel,Erestor,7052
Glorfindel,Círdan,7052
Galdor,Erestor,7052
Galdor,Círdan,7052
Erestor,Círdan,7052
Legolas,Thranduil,7053
Frodo,Bilbo,7058
Gandalf,Elrond,7059
Gandalf,Boromir,7059
Elrond,Boromir,7059
Frodo,Glóin,7064
Balin,Óin,7077
Balin,Ori,7077
Óin,Ori,7077
Elrond,Sauron,7127
Elrond,Sauron,7128
Isildur,Elendil,7134
Isildur,Anárion,7134
Elendil,Anárion,7134
Elendil,Gil-galad,7135
Elendil,Sauron,7135
Gil-galad,Sauron,7135
Gil-galad,Elrond,7142
Elwing,Eärendil,7145
Elwing,Lúthien,7145
Elwing,Dior,7145
Eärendil,Lúthien,7145
Eärendil,Dior,7145
Lúthien,Dior,7145
Elendil,Gil-galad,7148
Isildur,Elendil,7149
Isildur,Gil-galad,7149
Isildur,Sauron,7149
Elendil,Gil-galad,7149
Elendil,Sauron,7149
Gil-galad,Sauron,7149
Gil-galad,Círdan,7162
Isildur,Valandil,7170
Isildur,Elendil,7170
Isildur,Ohtar,7170
Valandil,Elendil,7170
Valandil,Ohtar,7170
Elendil,Ohtar,7170
Isildur,Elendil,7179
Isildur,Gil-galad,7179
Isildur,Anárion,7179
Elendil,Gil-galad,7179
Elendil,Anárion,7179
Gil-galad,Anárion,7179
Meneldil,Anárion,7192
Elrond,Aragorn,7235
Isildur,Elendil,7241
Isildur,Elrond,7241
Isildur,Aragorn,7241
Elendil,Elrond,7241
Elendil,Aragorn,7241
Elrond,Aragorn,7241
Frodo,Bilbo,7270
Aragorn,Boromir,7279
Isildur,Elendil,7281
Isildur,Denethor,7281
Elendil,Denethor,7281
Gollum,Bilbo,7330
Frodo,Bilbo,7336
Galdor,Elrond,7353
Frodo,Gandalf,7356
Frodo,Galdor,7356
Frodo,Glóin,7356
Gandalf,Galdor,7356
Gandalf,Glóin,7356
Galdor,Glóin,7356
Gollum,Gandalf,7391
Isildur,Aragorn,7404
Gollum,Aragorn,7405
Isildur,Gandalf,7407
Isildur,Saruman,7434
Isildur,Boromir,7434
Saruman,Boromir,7434
Isildur,Elendil,7440
Gil-galad,Sauron,7448
Celebrimbor,Sauron,7454
Gollum,Denethor,7455
Gollum,Aragorn,7455
Denethor,Aragorn,7455
Gandalf,Elrond,7484
Sméagol,Gollum,7509
Legolas,Glóin,7525
Saruman,Radagast,7581
Gandalf,Saruman,7599
Saruman,Sauron,7714
Saruman,Radagast,7739
Sauron,Aragorn,7769
Glorfindel,Galdor,7904
Gandalf,Elrond,7911
Glorfindel,Saruman,7913
Glorfindel,Erestor,7932
Frodo,Boromir,7948
Balin,Thrór,7992
Glorfindel,Sauron,8028
Bilbo,Boromir,8060
Gandalf,Bilbo,8062
Frodo,Elrond,8097
Beren,Túrin,8105
Beren,Hador,8105
Beren,Húrin,8105
Túrin,Hador,8105
Túrin,Húrin,8105
Hador,Húrin,8105
Pippin,Frodo,8117
Pippin,Merry,8117
Pippin,Sam,8117
Frodo,Merry,8117
Frodo,Sam,8117
Merry,Sam,8117
Legolas,Gollum,8145
Sam,Frodo,8150
Sam,Bilbo,8150
Frodo,Bilbo,8150
Elrond,Thranduil,8157
Elrond,Aragorn,8158
Frodo,Gandalf,8183
Frodo,Gandalf,8190
Frodo,Bilbo,8190
Gandalf,Bilbo,8190
Gimli,Legolas,8255
Gimli,Glóin,8255
Legolas,Glóin,8255
Isildur,Aragorn,8257
Frodo,Boromir,8262
Pippin,Frodo,8276
Pippin,Gandalf,8276
Frodo,Gandalf,8276
Pippin,Elrond,8286
Elendil,Aragorn,8292
Gandalf,Elrond,8295
Gandalf,Aragorn,8295
Elrond,Aragorn,8295
Frodo,Bilbo,8296
Pippin,Merry,8297
Pippin,Frodo,8297
Pippin,Beren,8297
Pippin,Bilbo,8297
Pippin,Sam,8297
Pippin,Lúthien,8297
Merry,Frodo,8297
Merry,Beren,8297
Merry,Bilbo,8297
Merry,Sam,8297
Merry,Lúthien,8297
Frodo,Beren,8297
Frodo,Bilbo,8297
Frodo,Sam,8297
Frodo,Lúthien,8297
Beren,Bilbo,8297
Beren,Sam,8297
Beren,Lúthien,8297
Bilbo,Sam,8297
Bilbo,Lúthien,8297
Sam,Lúthien,8297
Frodo,Bilbo,8300
Frodo,Bilbo,8336
Frodo,Bilbo,8341
Elrond,Boromir,8373
Frodo,Bilbo,8379
Thorin,Gandalf,8380
Sam,Bill,8384
Pippin,Sam,8386
Frodo,Bilbo,8390
Elrond,Aragorn,8391
Sam,Frodo,8397
Gandalf,Elrond,8405
Gandalf,Aragorn,8438
Frodo,Gandalf,8459
Gimli,Legolas,8473
Sam,Aragorn,8525
Sam,Aragorn,8534
Sam,Aragorn,8538
Sam,Frodo,8563
Frodo,Gandalf,8598
Frodo,Aragorn,8598
Gandalf,Aragorn,8598
Gandalf,Aragorn,8600
Gandalf,Aragorn,8614
Frodo,Aragorn,8619
Gandalf,Aragorn,8647
Gimli,Sauron,8686
Frodo,Merry,8690
Frodo,Bilbo,8710
Gandalf,Boromir,8712
Legolas,Gandalf,8765
Aragorn,Boromir,8779
Aragorn,Boromir,8791
Aragorn,Boromir,8796
Merry,Aragorn,8822
Pippin,Legolas,8827
Pippin,Merry,8827
Legolas,Merry,8827
Sam,Boromir,8828
Gimli,Gandalf,8829
Gimli,Bill,8829
Gandalf,Bill,8829
Frodo,Aragorn,8830
Pippin,Sam,8866
Pippin,Merry,8866
Sam,Merry,8866
Aragorn,Boromir,8867
Frodo,Gandalf,8871
Gandalf,Boromir,8892
Gandalf,Sauron,8912
Balin,Fundin,8919
Sam,Frodo,8952
Pippin,Sam,8978
Pippin,Elrond,8978
Sam,Elrond,8978
Pippin,Sam,8982
Gandalf,Aragorn,9006
Boromir,Aragorn,9018
Gandalf,Boromir,9059
Gimli,Frodo,9098
Gimli,Gandalf,9098
Frodo,Gandalf,9098
Sam,Bill,9134
Gimli,Legolas,9154
Gandalf,Bill,9162
Sam,Frodo,9169
Sam,Bill,9179
Gandalf,Fëanor,9210
Gandalf,Aragorn,9240
Peregrin,Gandalf,9258
Sam,Bill,9282
Gimli,Gandalf,9316
Sam,Frodo,9329
Sam,Frodo,9334
Sam,Frodo,9343
Sam,Gandalf,9343
Frodo,Gandalf,9343
Sam,Frodo,9350
Gimli,Gandalf,9374
Legolas,Sam,9402
Legolas,Frodo,9402
Legolas,Boromir,9402
Sam,Frodo,9402
Sam,Boromir,9402
Frodo,Boromir,9402
Gimli,Gandalf,9410
Gimli,Glóin,9413
Gimli,Gandalf,9417
Gimli,Legolas,9444
Gimli,Boromir,9444
Gimli,Aragorn,9444
Legolas,Boromir,9444
Legolas,Aragorn,9444
Boromir,Aragorn,9444
Pippin,Gandalf,9468
Pippin,Merry,9468
Gandalf,Merry,9468
Merry,Aragorn,9478
Thorin,Bilbo,9605
Gandalf,Daeron,9670
Balin,Frodo,9676
Balin,Bilbo,9676
Frodo,Bilbo,9676
Gimli,Frodo,9687
Ori,Gimli,9717
Balin,Fundin,9755
Balin,Gimli,9852
Aragorn,Boromir,9853
Pippin,Merry,9861
Frodo,Aragorn,9864
Aragorn,Boromir,9870
Pippin,Frodo,9877
Pippin,Merry,9877
Pippin,Aragorn,9877
Frodo,Merry,9877
Frodo,Aragorn,9877
Merry,Aragorn,9877
Balin,Gimli,9878
Balin,Legolas,9878
Gimli,Legolas,9878
Sam,Frodo,9901
Frodo,Gandalf,9903
Gandalf,Bilbo,9982
Gandalf,Boromir,10098
Gandalf,Aragorn,10098
Boromir,Aragorn,10098
Aragorn,Boromir,10144
Aragorn,Boromir,10152
Sam,Frodo,10155
Sam,Frodo,10235
Pippin,Sam,10251
Sam,Frodo,10273
Sam,Aragorn,10273
Frodo,Aragorn,10273
Legolas,Aragorn,10279
Aragorn,Boromir,10280
Gimli,Frodo,10298
Gimli,Sam,10298
Gimli,Aragorn,10298
Frodo,Sam,10298
Frodo,Aragorn,10298
Sam,Aragorn,10298
Sam,Aragorn,10299
Merry,Bilbo,10334
Sam,Frodo,10356
Sam,Aragorn,10356
Frodo,Aragorn,10356
Gimli,Frodo,10360
Gimli,Aragorn,10478
Legolas,Sam,10515
Legolas,Frodo,10515
Sam,Frodo,10515
Legolas,Frodo,10518
Sam,Frodo,10521
Orophin,Rúmil,10531
Haldir,Aragorn,10540
Frodo,Elrond,10550
Legolas,Aragorn,10555
Haldir,Pippin,10568
Haldir,Legolas,10568
Haldir,Merry,10568
Pippin,Legolas,10568
Pippin,Merry,10568
Legolas,Merry,10568
Legolas,Frodo,10591
Haldir,Rúmil,10645
Haldir,Amroth,10795
Frodo,Aragorn,10843
Frodo,Aragorn,10845
Frodo,Amroth,10850
Galadriel,Celeborn,10863
Haldir,Frodo,10869
Haldir,Galadriel,10879
Haldir,Celeborn,10879
Galadriel,Celeborn,10879
Legolas,Frodo,10883
Galadriel,Celeborn,10892
Haldir,Frodo,10896
Gimli,Glóin,10909
Haldir,Legolas,10933
Balin,Celeborn,10938
Balin,Aragorn,10938
Celeborn,Aragorn,10938
Frodo,Galadriel,10964
Legolas,Aragorn,10978
Frodo,Boromir,11009
Sam,Frodo,11054
Sam,Frodo,11062
Sam,Frodo,11095
Sam,Frodo,11140
Frodo,Gandalf,11189
Frodo,Gandalf,11192
Frodo,Saruman,11192
Gandalf,Saruman,11192
Frodo,Galadriel,11248
Frodo,Gandalf,11279
Legolas,Boromir,11333
Legolas,Aragorn,11333
Boromir,Aragorn,11333
Celeborn,Aragorn,11344
Legolas,Galadriel,11359
Frodo,Aragorn,11362
Gandalf,Boromir,11363
Elendil,Sauron,11364
Frodo,Gandalf,11365
Frodo,Boromir,11365
Gandalf,Boromir,11365
Frodo,Boromir,11367
Frodo,Boromir,11375
Frodo,Boromir,11380
Frodo,Aragorn,11380
Boromir,Aragorn,11380
Pippin,Sam,11382
Pippin,Merry,11382
Sam,Merry,11382
Pippin,Merry,11471
Pippin,Frodo,11471
Pippin,Boromir,11471
Pippin,Gimli,11471
Pippin,Sam,11471
Pippin,Aragorn,11471
Pippin,Legolas,11471
Merry,Frodo,11471
Merry,Boromir,11471
Merry,Gimli,11471
Merry,Sam,11471
Merry,Aragorn,11471
Merry,Legolas,11471
Frodo,Boromir,11471
Frodo,Gimli,11471
Frodo,Sam,11471
Frodo,Aragorn,11471
Frodo,Legolas,11471
Boromir,Gimli,11471
Boromir,Sam,11471
Boromir,Aragorn,11471
Boromir,Legolas,11471
Gimli,Sam,11471
Gimli,Aragorn,11471
Gimli,Legolas,11471
Sam,Aragorn,11471
Sam,Legolas,11471
Aragorn,Legolas,11471
Galadriel,Celeborn,11486
Aragorn,Boromir,11516
Galadriel,Celeborn,11528
Celeborn,Galadriel,11539
Celeborn,Aragorn,11539
Galadriel,Aragorn,11539
Elendil,Elessar,11549
Arwen,Celebrían,11551
Pippin,Merry,11553
Pippin,Boromir,11553
Merry,Boromir,11553
Gimli,Galadriel,11566
Gimli,Glóin,11572
Gimli,Galadriel,11575
Gimli,Glóin,11589
Gimli,Glóin,11649
Gimli,Glóin,11655
Sam,Frodo,11680
Gimli,Legolas,11730
Pippin,Merry,11731
Pippin,Boromir,11731
Pippin,Aragorn,11731
Merry,Boromir,11731
Merry,Aragorn,11731
Boromir,Aragorn,11731
Pippin,Frodo,11732
Frodo,Aragorn,11736
Sam,Frodo,11739
Sam,Frodo,11744
Sam,Frodo,11771
Sam,Frodo,11794
Gollum,Aragorn,11841
Merry,Aragorn,11895
Sam,Frodo,11903
Legolas,Galadriel,11943
Frodo,Boromir,11956
Frodo,Boromir,12025
Frodo,Aragorn,12025
Boromir,Aragorn,12025
Legolas,Aragorn,12030
Legolas,Frodo,12042
Legolas,Aragorn,12042
Frodo,Aragorn,12042
Pippin,Merry,12063
Aragorn,Boromir,12066
Sam,Frodo,12117
Isildur,Anárion,12126
Isildur,Valandil,12127
Isildur,Elendil,12127
Isildur,Elessar,12127
Valandil,Elendil,12127
Valandil,Elessar,12127
Elendil,Elessar,12127
Frodo,Aragorn,12205
Sam,Frodo,12226
Sam,Boromir,12226
Frodo,Boromir,12226
Gandalf,Bilbo,12236
Frodo,Boromir,12260
Frodo,Boromir,12321
Pippin,Sam,12469
Pippin,Merry,12469
Sam,Merry,12469
Denethor,Elrond,12500
Gimli,Sam,12520
Legolas,Meriadoc,12521
Legolas,Peregrin,12521
Legolas,Boromir,12521
Meriadoc,Peregrin,12521
Meriadoc,Boromir,12521
Peregrin,Boromir,12521
Sam,Aragorn,12563
Aragorn,Boromir,12601
Frodo,Boromir,12615
Pippin,Frodo,12634
Pippin,Merry,12634
Frodo,Merry,12634
Gimli,Legolas,12637
Sam,Aragorn,12645
Sam,Frodo,12702
Sam,Frodo,12730
Sam,Frodo,12736
Sam,Frodo,12769
Samwise,Boromir,12805
Samwise,Aragorn,12805
Boromir,Aragorn,12805
Gimli,Legolas,12876
Gimli,Legolas,12878
Legolas,Aragorn,12881
Pippin,Frodo,12893
Pippin,Merry,12893
Pippin,Sam,12893
Frodo,Merry,12893
Frodo,Sam,12893
Merry,Sam,12893
Gimli,Sauron,12935
Gandalf,Saruman,12946
Gimli,Legolas,12961
Denethor,Boromir,12986
Frodo,Aragorn,13052
Gimli,Frodo,13056
Legolas,Aragorn,13191
Gimli,Legolas,13238
Gimli,Legolas,13309
Gimli,Legolas,13429
Gimli,Aragorn,13429
Legolas,Aragorn,13429
Saruman,Sauron,13474
Gimli,Gandalf,13478
Aragorn,Boromir,13479
Gimli,Legolas,13530
Sauron,Aragorn,13562
Isildur,Elendil,13572
Isildur,Elessar,13572
Isildur,Aragorn,13572
Elendil,Elessar,13572
Elendil,Aragorn,13572
Elessar,Aragorn,13572
Gimli,Legolas,13576
Legolas,Aragorn,13578
Denethor,Boromir,13585
Sauron,Thengel,13588
Denethor,Sauron,13644
Gandalf,Saruman,13655
Gandalf,Shadowfax,13660
Gandalf,Shadowfax,13663
Gandalf,Aragorn,13663
Shadowfax,Aragorn,13663
Gimli,Legolas,13739
Gimli,Legolas,13794
Pippin,Merry,13839
Legolas,Gandalf,13845
Gimli,Gandalf,13846
Gandalf,Aragorn,13848
Legolas,Aragorn,13870
Celeborn,Aragorn,13882
Gimli,Saruman,13908
Legolas,Aragorn,13909
Gimli,Legolas,13949
Gimli,Aragorn,13949
Legolas,Aragorn,13949
Pippin,Frodo,13952
Pippin,Merry,13967
Gandalf,Elrond,13986
Pippin,Merry,14151
Pippin,Merry,14177
Pippin,Merry,14236
Pippin,Merry,14331
Frodo,Gandalf,14364
Gandalf,Shadowfax,14365
Pippin,Merry,14394
Pippin,Merry,14436
Pippin,Merry,14468
Pippin,Merry,14544
Pippin,Merry,14621
Meriadoc,Merry,14799
Pippin,Peregrin,14800
Pippin,Merry,14804
Pippin,Merry,15032
Tom,Galadriel,15038
Tom,Elrond,15038
Galadriel,Elrond,15038
Treebeard,Gandalf,15049
Treebeard,Saruman,15049
Gandalf,Saruman,15049
Sam,Gandalf,15050
Gandalf,Galadriel,15059
Pippin,Merry,15258
Treebeard,Merry,15265
Treebeard,Pippin,15265
Merry,Pippin,15265
Pippin,Merry,15267
Pippin,Merry,15292
Treebeard,Pippin,15294
Treebeard,Merry,15298
Treebeard,Pippin,15298
Merry,Pippin,15298
Pippin,Merry,15312
Pippin,Merry,15338
Sam,Frodo,15374
Legolas,Aragorn,15600
Pippin,Merry,15612
Pippin,Merry,15619
Pippin,Boromir,15619
Merry,Boromir,15619
Gimli,Legolas,15669
Gimli,Aragorn,15669
Legolas,Aragorn,15669
Pippin,Merry,15672
Aragorn,Boromir,15901
Pippin,Merry,15958
Gandalf,Saruman,16001
Gandalf,Saruman,16002
Treebeard,Gandalf,16018
Pippin,Merry,16036
